f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f_sideSquare,teacher,current_eval,game_idx,move_idx
4,3,5,49,0,13,1,3,9,2,1,12,7,367056.550,370494,6,2300
3,0,1,45,0,6,1,1,17,2,2,5,13,287182.950,309479,6,2350
3,1,5,43,0,4,1,3,7,1,1,11,7,304413.750,307398,6,2400
4,0,4,41,0,6,1,2,5,2,1,11,10,313614.650,303048,6,2450
3,0,3,45,0,6,0,2,11,4,0,6,13,335511.050,319232,6,2500
3,2,2,46,0,9,0,3,6,5,0,13,7,326277.350,331068,6,2550
2,1,2,45,0,9,1,4,5,2,2,12,6,323014.800,312061,6,2600
3,0,3,44,0,4,1,2,2,4,1,11,7,313404.100,298614,6,2650
2,2,1,46,0,7,0,1,12,3,0,1,9,300564.400,287104,6,2700
2,3,4,49,0,5,1,1,9,2,2,3,7,324139.000,312106,6,2750
1,0,1,43,0,8,1,2,13,0,4,3,6,284165.450,273305,6,2800
1,1,0,42,0,10,1,3,10,1,2,11,2,301337.650,280457,6,2850
1,0,0,42,0,0,1,1,4,0,2,1,1,230308.850,204755,6,2900
3,3,1,49,0,10,1,3,7,5,2,11,7,349941.300,340127,6,2950
3,4,9,55,0,14,1,2,13,2,3,7,9,403541.100,423260,6,3000
2,0,0,44,0,13,0,2,10,1,0,3,7,290650.100,279324,6,3050
4,3,2,57,0,20,1,3,11,5,1,7,13,403636.100,415504,6,3100
2,2,3,40,0,10,1,4,16,8,1,21,11,368881.050,375388,6,3150
3,0,3,47,0,6,1,0,7,2,1,0,8,313870.700,285849,6,3200
2,4,3,47,0,10,1,2,11,2,2,3,10,322720.400,320975,6,3250
2,2,5,48,0,17,0,2,12,3,0,8,5,335203.850,363191,6,3300
4,2,3,48,0,15,1,2,10,3,1,11,15,346194.250,374957,6,3350
4,3,3,52,0,17,0,3,10,4,0,8,14,386127.650,389893,6,3400
3,3,7,54,0,13,0,3,8,4,0,8,10,394706.150,401383,6,3450
2,1,3,37,0,7,0,4,7,2,0,19,3,299917.350,293274,6,3500
4,1,4,49,0,11,0,2,13,2,0,4,16,356090.250,355425,6,3550
3,2,1,51,0,15,0,3,9,7,0,8,7,340566.200,359533,6,3600
2,2,6,42,0,2,1,2,10,0,5,9,2,286922.150,294652,6,3650
3,4,4,52,0,24,1,4,12,2,4,12,7,410388.250,416842,6,3700
2,2,8,37,0,11,0,3,11,3,0,21,3,351588.850,352874,6,3750
2,3,3,44,0,21,1,4,16,2,4,17,5,363827.900,383264,6,3800
3,2,2,44,0,11,0,2,10,3,0,10,7,317474.000,317721,6,3850
3,1,3,39,0,9,1,3,5,0,1,14,3,301566.700,284106,6,3900
3,0,4,44,0,5,0,1,10,1,0,1,14,312360.400,292480,6,3950
3,3,6,42,0,10,0,3,10,1,0,16,11,349856.150,353378,6,4000
1,0,1,39,0,9,0,3,11,3,0,13,1,295285.950,279722,6,4050
4,5,11,54,0,28,1,3,12,1,4,12,19,510805.100,503770,6,4100
3,4,0,51,0,5,1,0,13,1,4,0,9,305314.550,297551,6,4150
2,2,2,54,0,25,1,4,12,3,1,11,6,364072.600,406419,6,4200
1,2,6,34,0,2,1,2,12,0,2,16,1,292455.500,275894,6,4250
0,0,3,42,0,7,1,3,14,3,4,15,0,298218.950,315558,6,4300
4,1,6,47,0,10,0,1,9,3,0,6,14,336500.700,354448,6,4350
2,0,3,35,0,0,1,2,7,0,2,13,9,264178.000,253623,6,4400
2,1,2,48,0,12,1,3,8,1,3,7,7,320449.250,322712,6,4450
2,4,3,53,0,10,1,3,7,6,4,11,6,356376.700,374773,6,4500
3,11,12,49,0,25,1,4,15,4,6,20,15,447216.950,517995,6,4550
2,2,2,47,0,14,1,2,17,2,1,4,12,346665.000,340163,6,4600
0,0,4,38,0,6,1,2,8,0,1,9,0,264950.100,256688,6,4650
1,3,5,42,0,9,1,3,12,2,1,17,1,328489.900,333273,6,4700
3,2,4,47,0,10,1,3,9,4,1,8,14,347516.850,353681,6,4750
2,2,0,45,0,18,0,3,9,2,0,9,3,326915.300,311067,6,4800
2,1,3,48,0,9,1,1,6,0,4,6,7,298897.100,311043,6,4850
2,4,5,50,0,12,1,2,10,2,4,9,4,351399.900,360575,6,4900
4,3,7,52,0,16,1,2,18,1,1,3,17,404759.700,409006,6,4950
3,4,1,45,0,13,0,4,11,3,0,14,8,335916.750,339869,6,5000
2,4,2,42,0,7,1,2,10,1,1,12,3,298154.950,291024,6,5050
3,0,2,45,0,9,1,2,11,1,2,4,11,309942.050,303813,6,5100
2,3,6,50,0,14,1,4,10,1,2,14,8,378047.400,390472,6,5150
3,2,3,46,0,9,1,2,12,3,4,12,5,347087.600,340149,6,5200
2,2,4,41,0,8,0,3,9,2,0,11,6,318222.700,304911,6,5250
1,0,5,39,0,6,1,2,9,4,1,14,7,324445.850,313691,6,5300
3,1,1,45,0,11,1,1,11,0,3,1,11,284840.300,291239,6,5350
1,2,8,43,0,5,1,2,9,3,3,13,3,321053.800,338255,6,5400
2,4,1,46,0,11,0,2,12,3,0,9,7,311925.250,320256,6,5450
4,1,2,44,0,9,0,1,12,0,0,2,15,289452.000,297175,6,5500
2,0,3,46,0,6,1,2,8,2,1,3,7,310870.300,290834,6,5550
3,2,6,49,0,18,1,3,11,4,1,11,15,407091.950,411734,6,5600
3,1,4,50,0,11,1,1,14,4,2,7,8,368690.450,362776,6,5650
4,2,7,47,0,17,0,3,13,3,0,10,16,406616.100,405355,6,5700
2,1,1,48,0,5,0,3,4,4,0,5,4,292796.900,283412,6,5750
4,1,2,44,0,18,0,3,14,1,0,8,13,353310.100,344316,6,5800
2,2,3,40,0,5,0,2,8,1,0,10,6,274650.950,276789,6,5850
4,0,4,48,0,10,0,2,8,4,0,8,7,351484.600,339946,6,5900
1,4,6,51,0,14,1,4,13,4,4,11,7,395578.200,401587,6,5950
2,1,6,38,0,9,0,3,12,4,0,18,8,327085.400,344351,6,6000
4,0,2,42,0,4,1,1,10,2,2,7,7,284717.300,280399,6,6050
3,0,2,49,0,10,0,1,5,2,0,1,7,305124.900,295481,6,6100
2,2,1,45,0,15,1,4,11,3,1,13,6,350161.550,337537,6,6150
3,1,4,48,0,14,1,3,12,3,1,7,10,339642.650,359142,6,6200
4,2,3,53,0,13,1,3,7,7,1,10,11,372916.500,389934,6,6250
2,2,4,45,0,8,1,4,13,2,5,16,5,315024.850,352297,6,6300
2,2,7,38,0,15,1,3,14,1,1,17,13,361226.550,369543,6,6350
3,1,4,47,0,10,1,2,7,1,5,4,9,316157.850,322699,6,6400
2,2,0,46,0,10,1,3,8,2,1,5,6,305786.600,287964,6,6450
2,0,1,43,0,6,1,2,7,0,6,3,5,281345.850,259891,6,6500
2,0,3,39,0,5,0,2,9,3,0,11,2,299455.300,274906,6,6550
3,0,6,42,0,11,0,3,12,3,0,13,10,340370.200,353594,6,6600
2,0,4,39,0,6,0,3,9,0,0,8,6,283302.150,273660,6,6650
3,3,2,49,0,9,1,2,9,2,4,8,5,328938.600,326501,6,6700
1,4,2,46,0,9,1,3,12,3,2,13,2,334427.350,326702,6,6750
3,0,3,40,0,6,0,3,8,2,0,8,12,296635.300,289924,6,6800
2,2,4,50,0,8,1,2,10,0,6,2,9,313190.900,327300,6,6850
3,3,4,44,0,16,1,3,14,1,2,12,7,355244.400,355442,6,6900
2,2,10,44,0,17,0,3,12,5,0,13,11,377703.950,413106,6,6950
1,0,4,44,0,3,1,1,10,3,3,6,3,302883.800,289566,6,7000
3,2,1,45,0,9,1,1,11,1,1,7,10,303394.550,303007,6,7050
2,1,2,48,0,17,1,3,14,6,1,13,3,379074.400,370811,6,7100
4,1,6,50,0,14,1,3,8,3,3,7,12,378980.850,382590,6,7150
3,1,1,51,0,15,1,2,5,2,1,4,6,343941.800,321610,6,7200
2,2,0,48,0,7,1,2,12,3,6,2,3,293956.550,291285,6,7250
1,0,3,40,0,7,1,2,10,3,2,10,2,316910.850,285455,6,7300
1,3,2,42,0,7,1,2,10,0,5,10,3,301591.550,286050,6,7350
4,1,6,50,0,12,1,1,10,3,2,2,16,360150.350,370054,6,7400
3,2,2,47,0,11,0,3,9,1,0,9,7,335117.550,320364,6,7450
3,3,7,58,0,22,1,4,8,5,3,8,12,392955.000,456487,6,7500
2,1,4,40,0,7,1,2,14,0,8,8,8,292877.550,306331,6,7550
3,0,1,42,0,0,0,0,10,0,0,0,12,248073.400,239274,6,7600
3,5,0,49,0,12,0,2,13,3,0,5,11,340759.200,329121,6,7650
1,0,3,34,0,1,0,4,6,1,0,18,2,266543.200,251823,6,7700
2,0,2,38,0,3,0,3,4,1,0,11,4,271854.450,247842,6,7750
1,2,0,43,0,9,0,3,7,3,0,11,2,293496.450,280792,6,7800
2,0,3,45,0,6,1,3,11,2,4,11,4,312278.700,315977,6,7850
2,1,3,45,0,8,1,3,9,1,2,8,5,318140.850,304478,6,7900
3,2,2,58,0,17,1,4,6,7,3,12,12,395151.150,425426,6,7950
3,0,1,44,0,9,0,1,10,1,0,1,9,281579.900,273520,6,8000
4,3,5,53,0,23,1,4,17,6,1,14,11,458778.450,457738,6,8050
2,0,4,40,0,8,1,3,8,0,1,13,8,312488.200,302810,6,8100
3,3,8,43,0,13,0,2,13,2,0,9,12,347104.750,367240,6,8150
2,1,1,44,0,16,0,4,12,1,0,8,5,326316.950,311086,6,8200
1,2,5,34,0,4,0,4,6,0,0,16,3,274146.250,266426,6,8250
2,1,1,48,0,13,1,3,10,2,4,9,3,329920.400,325516,6,8300
2,1,5,44,0,12,1,3,18,5,8,11,2,330748.150,366139,6,8350
3,3,3,45,0,8,1,2,11,3,1,10,10,319830.950,330827,6,8400
1,2,2,52,0,16,1,3,10,8,1,11,5,342153.000,382646,6,8450
4,1,0,49,0,20,0,2,13,1,0,5,8,328264.500,336931,6,8500
2,5,3,47,0,9,0,3,9,4,0,13,4,343428.100,338214,6,8550
4,10,14,62,0,30,1,4,14,12,3,18,14,580120.250,615441,6,8600
2,1,1,38,0,1,1,2,4,0,2,11,6,261006.500,239620,6,8650
3,3,6,46,0,14,1,4,14,5,3,15,13,396185.150,409352,6,8700
3,5,2,51,0,22,1,3,13,1,1,11,5,380263.950,380100,6,8750
3,2,2,49,0,10,1,1,11,2,1,1,7,322355.600,308996,6,8800
3,4,8,54,0,11,1,2,8,3,5,7,12,371463.900,407995,6,8850
2,3,4,44,0,13,0,3,10,2,0,8,6,336781.400,324685,6,8900
3,1,2,51,0,14,0,3,7,5,0,7,8,343737.900,351493,6,8950
3,1,4,41,0,5,0,2,7,2,0,13,7,312873.950,301424,6,9000
2,0,3,43,0,5,0,2,7,3,0,6,7,291668.600,283819,6,9050
2,0,4,46,0,10,1,3,10,2,2,10,4,342085.050,329570,6,9100
2,1,3,50,0,16,1,4,12,1,7,10,2,357280.800,362453,6,9150
4,3,7,53,0,23,1,4,13,8,1,16,16,418979.650,486620,6,9200
3,2,6,41,0,8,1,3,7,2,3,14,11,344407.700,340023,6,9250
3,2,1,48,0,22,0,2,12,0,0,5,10,321011.850,342355,6,9300
3,0,3,46,0,4,1,0,10,0,2,0,11,289644.350,282232,6,9350
2,1,8,46,0,5,1,3,4,2,3,13,10,344370.600,355081,6,9400
3,2,0,50,0,14,1,2,8,0,3,3,4,318053.900,303182,7,50
3,3,4,47,0,16,1,4,11,3,3,14,12,374689.150,388885,7,100
2,1,3,47,0,17,1,4,13,0,2,10,3,362721.250,344123,7,150
1,2,3,38,0,6,1,3,6,2,1,16,3,295200.850,284151,7,200
3,3,4,44,0,11,1,2,10,2,2,9,8,328993.350,330290,7,250
1,1,6,43,0,5,1,3,17,4,8,13,2,327717.750,349188,7,300
3,0,3,42,0,4,1,3,10,0,2,8,10,294389.800,289692,7,350
3,0,2,41,0,1,0,0,7,1,0,0,11,262756.650,240087,7,400
1,0,1,48,0,2,1,1,4,2,4,1,1,277689.450,253311,7,450
3,3,5,49,0,9,1,2,11,4,3,9,10,369735.750,367905,7,500
3,1,6,51,0,10,1,2,9,1,7,4,10,344386.350,362345,7,550
3,1,4,42,0,14,0,4,14,3,0,12,13,338504.350,356426,7,600
4,3,4,54,0,18,0,3,12,5,0,9,12,409445.450,414003,7,650
2,3,7,48,0,13,1,4,14,4,2,17,4,391651.600,403910,7,700
3,4,9,49,0,7,1,4,7,1,1,16,8,376624.500,388068,7,750
1,3,3,51,0,18,1,4,17,7,2,17,2,411444.900,414553,7,800
3,0,1,52,0,20,1,4,4,4,2,13,9,357145.700,380883,7,850
4,1,7,41,0,14,1,3,13,5,8,18,12,388246.200,406504,7,900
2,3,0,51,0,12,1,1,11,1,2,1,6,321698.700,305533,7,950
4,0,6,47,0,11,0,3,9,3,0,10,10,333681.850,362673,7,1000
3,4,0,49,0,20,0,4,11,2,0,11,9,353744.700,359197,7,1050
2,3,1,49,0,8,1,2,5,1,2,5,6,299459.600,295033,7,1100
3,2,3,48,0,11,1,3,12,3,2,11,7,356509.950,353006,7,1150
1,2,1,46,0,7,1,3,8,3,2,7,4,314006.350,292278,7,1200
2,1,3,41,0,7,1,2,13,0,7,5,6,266697.900,287657,7,1250
2,0,3,41,0,2,0,2,9,2,0,7,7,278293.350,270157,7,1300
3,0,0,46,0,8,0,2,10,2,0,4,8,305642.750,284710,7,1350
1,1,7,43,0,14,0,4,11,5,0,14,6,346052.200,371358,7,1400
2,0,1,48,0,7,1,2,10,3,2,6,4,336943.100,301065,7,1450
3,4,12,47,0,12,1,3,11,2,6,10,10,403188.350,415328,7,1500
4,4,5,54,0,10,1,2,8,0,4,3,9,349841.850,357035,7,1550
2,1,2,43,0,11,1,3,9,2,1,11,3,309727.950,304013,7,1600
3,3,4,47,0,12,0,4,13,5,0,6,15,356769.050,364988,7,1650
4,2,1,46,0,7,1,1,14,1,5,1,13,309683.900,302839,7,1700
3,2,1,41,0,11,0,2,9,1,0,10,8,302235.450,291283,7,1750
3,0,2,37,0,0,0,1,11,0,0,6,13,260668.650,246650,7,1800
2,2,3,40,0,8,0,3,6,0,0,10,7,283325.100,280754,7,1850
3,2,2,45,0,9,1,2,11,1,2,9,6,319892.900,310196,7,1900
0,1,2,42,0,6,1,3,12,1,3,10,0,294231.550,279611,7,1950
4,0,3,48,0,6,0,0,12,2,0,0,9,317690.150,300726,7,2000
3,1,7,45,0,10,1,3,13,7,1,12,18,382809.050,401407,7,2050
2,6,10,58,0,27,1,4,20,7,5,11,13,531173.200,532145,7,2100
1,0,4,41,0,8,1,2,11,2,4,9,4,307958.650,301647,7,2150
2,0,1,41,0,2,0,2,3,0,0,5,4,254283.850,227515,7,2200
4,1,3,51,0,9,1,1,11,0,3,1,12,341448.450,329047,7,2250
4,0,3,42,0,6,1,2,6,0,1,8,5,296286.100,276761,7,2300
2,2,3,45,0,11,0,2,11,1,0,7,6,322188.450,311156,7,2350
4,4,6,50,0,11,1,2,14,7,2,11,16,392687.900,418120,7,2400
4,3,5,47,0,11,1,2,15,0,2,5,20,347636.550,365378,7,2450
2,0,4,47,0,18,1,3,17,6,1,10,8,379940.350,387709,7,2500
2,0,4,48,0,12,1,3,10,2,3,9,4,323546.100,342340,7,2550
2,0,1,42,0,6,1,1,8,2,1,3,6,265521.550,257046,7,2600
1,1,2,45,0,7,1,2,9,2,3,6,3,290421.800,287866,7,2650
0,1,3,38,0,1,1,2,10,0,4,11,0,276532.750,251854,7,2700
2,1,0,46,0,10,1,2,10,1,2,4,3,295039.750,279238,7,2750
3,0,3,40,0,0,1,1,6,0,1,6,11,264514.050,255471,7,2800
3,0,0,49,0,6,1,3,5,4,1,7,3,308442.300,292542,7,2850
2,4,2,46,0,16,1,3,14,2,3,9,5,344342.950,342220,7,2900
3,6,1,50,0,10,1,3,14,2,3,7,6,341681.550,335762,7,2950
4,2,1,51,0,11,1,2,7,1,1,8,7,333505.700,327266,7,3000
3,1,2,40,0,3,1,2,8,0,1,8,6,280224.300,258044,7,3050
2,3,5,43,0,8,0,2,13,1,0,4,10,315266.650,310216,7,3100
4,2,5,52,0,12,1,2,8,4,2,10,9,361568.150,384216,7,3150
2,0,1,43,0,8,0,4,5,2,0,8,7,295839.700,279746,7,3200
3,2,1,48,0,12,1,2,10,4,1,7,11,320769.400,335642,7,3250
3,1,0,51,0,14,0,3,7,5,0,5,12,334175.100,340279,7,3300
1,1,3,48,0,10,1,3,10,1,3,7,4,313377.900,320116,7,3350
4,0,1,42,0,1,0,1,10,1,0,1,9,269409.250,244658,7,3400
1,2,2,47,0,11,1,3,11,3,1,13,3,346394.450,334051,7,3450
1,1,2,45,0,8,1,2,11,1,2,6,4,301558.100,291090,7,3500
3,5,6,55,0,16,0,2,17,7,0,8,14,432389.550,441570,7,3550
3,1,5,43,0,9,1,2,13,2,1,7,9,322255.950,325589,7,3600
3,2,3,46,0,9,1,2,10,1,2,8,5,319605.650,314343,7,3650
2,1,4,46,0,11,1,3,12,4,2,15,5,358243.600,360418,7,3700
2,0,3,48,0,10,1,2,8,4,2,3,10,345142.350,324773,7,3750
2,1,1,44,0,5,1,2,6,2,3,6,4,292238.750,269576,7,3800
1,3,5,39,0,9,0,1,9,0,0,4,7,293045.050,276325,7,3850
3,0,1,50,0,15,1,2,14,3,2,6,6,359310.400,343747,7,3900
4,1,1,44,0,7,0,2,8,2,0,9,11,318157.900,299350,7,3950
2,1,5,47,0,11,1,3,5,0,2,10,4,318169.550,328097,7,4000
3,1,5,48,0,15,1,4,12,4,4,12,9,378877.900,390797,7,4050
2,0,3,37,0,2,1,4,7,2,1,17,6,286311.400,281102,7,4100
3,4,4,53,0,13,1,2,13,1,3,3,9,361492.150,363341,7,4150
3,2,3,41,0,5,0,3,5,1,0,12,4,290354.400,280311,7,4200
2,0,4,40,0,6,0,3,10,0,0,14,9,319118.950,304288,7,4250
2,0,1,43,0,8,1,4,7,2,1,12,2,302104.350,287377,7,4300
3,3,11,42,0,8,1,1,8,3,7,8,16,355473.500,379069,7,4350
3,0,3,51,0,14,1,3,9,2,3,6,8,353540.600,352861,7,4400
3,3,2,56,0,5,1,1,6,2,3,2,8,331139.450,326746,7,4450
1,2,5,35,0,7,1,3,15,1,2,21,3,323602.850,316086,7,4500
3,4,5,48,0,14,1,2,12,2,5,8,14,330205.400,380455,7,4550
3,1,2,41,0,4,1,1,11,1,1,2,13,273124.400,268563,7,4600
3,3,5,50,0,14,0,4,10,3,0,9,10,389798.700,377309,7,4650
2,2,3,41,0,15,0,4,13,1,0,16,2,334350.700,328987,7,4700
1,0,1,45,0,11,1,2,11,1,3,3,7,308571.150,290427,7,4750
2,3,3,45,0,5,1,2,9,0,2,7,7,291644.800,294170,7,4800
4,3,1,44,0,11,1,3,12,2,2,14,9,336888.450,333823,7,4850
2,0,3,48,0,9,1,3,8,3,1,7,5,312816.150,320291,7,4900
2,0,3,40,0,6,0,3,8,4,0,14,4,308318.050,297740,7,4950
2,2,2,45,0,7,1,1,13,1,8,1,3,284467.900,285258,7,5000
4,0,1,51,0,4,0,1,7,2,0,2,12,302236.200,299828,7,5050
1,2,7,41,0,11,0,3,11,5,0,14,5,360997.150,352079,7,5100
1,0,2,36,0,4,1,3,12,0,4,14,1,273196.300,260904,7,5150
2,0,0,44,0,5,1,1,4,3,1,2,3,260931.950,243956,7,5200
2,6,4,44,0,13,1,3,14,1,4,14,7,342052.700,357009,7,5250
4,2,0,49,0,12,0,3,7,2,0,8,6,332387.000,314974,7,5300
3,2,5,51,0,21,0,4,9,7,0,16,8,427921.750,429127,7,5350
3,1,8,39,0,8,1,3,11,1,1,12,10,328677.250,336049,7,5400
3,5,5,43,0,11,0,3,11,4,0,13,13,374408.200,361734,7,5450
1,0,4,40,0,3,0,2,2,3,0,9,1,279548.900,258642,7,5500
2,4,4,48,0,9,1,3,8,3,3,7,9,339476.650,340141,7,5550
2,1,3,43,0,14,1,2,11,1,1,7,8,323828.600,315538,7,5600
3,6,3,49,0,19,1,2,15,3,1,9,7,368980.250,377551,7,5650
3,2,2,45,0,13,0,4,11,1,0,13,7,328903.650,333522,7,5700
2,2,2,46,0,4,1,3,6,2,1,11,4,304840.200,295904,7,5750
3,2,0,43,0,9,0,1,11,1,0,6,9,288269.400,280689,7,5800
2,3,4,45,0,8,1,2,13,1,8,3,8,318453.200,318569,7,5850
1,1,4,47,0,8,1,2,11,3,2,8,3,338906.100,323976,7,5900
3,0,4,47,0,10,1,3,11,0,2,8,6,334430.050,328248,7,5950
3,1,3,41,0,6,0,2,11,1,0,5,11,282608.000,284731,7,6000
2,0,1,40,0,13,0,2,10,1,0,5,6,284867.100,272198,7,6050
3,3,0,47,0,12,1,2,9,1,1,8,5,320219.350,304309,7,6100
3,3,6,52,0,19,1,4,10,4,1,15,9,395812.350,427673,7,6150
3,1,3,41,0,12,0,4,9,3,0,16,6,321161.900,329494,7,6200
1,0,6,41,0,7,1,2,13,1,3,8,7,292516.750,313554,7,6250
3,0,3,49,0,11,1,4,11,3,1,12,9,376219.700,361000,7,6300
1,1,6,44,0,12,1,2,12,3,2,13,7,329158.750,359477,7,6350
3,5,5,40,0,17,0,4,16,4,0,18,14,389065.500,391497,7,6400
3,2,1,44,0,8,1,1,10,0,2,5,6,295226.750,278203,7,6450
2,1,3,42,0,7,1,2,4,0,1,6,6,282243.000,269548,7,6500
3,0,7,52,0,19,1,3,6,5,4,11,10,410035.550,422568,7,6550
3,0,4,43,0,11,0,3,9,1,0,10,7,302757.900,317663,7,6600
4,1,8,39,0,15,0,3,11,4,0,20,18,368619.950,404945,7,6650
2,1,3,47,0,8,0,2,7,3,0,6,8,318637.900,312138,7,6700
4,3,4,48,0,14,0,3,12,3,0,10,13,371370.650,374938,7,6750
2,1,1,52,0,8,1,3,6,3,4,4,3,339916.500,310938,7,6800
3,0,2,43,0,5,1,2,5,1,1,8,7,285519.850,276258,7,6850
1,0,2,45,0,9,0,4,5,5,0,11,2,318291.450,305852,7,6900
2,0,4,37,0,5,0,4,5,1,0,18,4,296081.050,285955,7,6950
2,1,2,48,0,6,1,2,10,3,3,6,7,313201.100,313071,7,7000
4,0,4,50,0,4,0,0,14,2,0,0,14,348057.100,324388,7,7050
1,1,5,45,0,8,1,4,5,3,1,11,5,333749.750,324370,7,7100
2,2,5,39,0,8,1,3,13,4,1,15,8,310650.750,334506,7,7150
3,3,3,50,0,15,1,3,12,2,5,5,11,339283.700,364123,7,7200
3,2,1,51,0,13,0,2,13,7,0,6,9,371824.850,358265,7,7250
3,3,2,47,0,14,1,3,9,3,1,12,14,350662.250,360667,7,7300
2,1,3,44,0,9,1,2,6,0,1,8,9,303080.100,299464,7,7350
2,1,1,48,0,12,1,3,12,1,1,8,7,323800.850,323129,7,7400
3,0,2,44,0,9,0,3,6,1,0,10,6,306297.950,296375,7,7450
3,0,1,42,0,2,0,1,8,2,0,2,8,257412.950,246866,7,7500
3,4,4,45,0,17,0,4,15,3,0,14,10,352599.700,381253,7,7550
0,0,1,41,0,4,1,3,9,2,3,10,0,288504.150,260825,7,7600
2,2,4,47,0,6,1,2,13,2,3,4,8,320199.650,320033,7,7650
1,1,2,46,0,5,1,3,6,4,1,6,3,299559.350,286124,7,7700
1,1,3,45,0,10,1,4,11,3,2,12,3,323685.650,327950,7,7750
4,1,4,43,0,9,1,2,9,0,1,9,8,323342.050,310665,7,7800
3,1,3,41,0,11,0,3,13,2,0,7,15,323635.200,320036,7,7850
4,0,7,42,0,5,1,2,10,3,1,9,21,355250.700,352585,7,7900
3,4,6,50,0,11,0,4,8,7,0,16,13,374856.850,413839,7,7950
3,2,6,49,0,10,1,3,9,4,1,13,10,372938.150,382996,7,8000
3,3,5,51,0,9,1,2,11,6,2,7,11,383565.950,377836,7,8050
2,2,7,40,0,10,1,3,16,4,7,16,9,362733.300,377403,7,8100
3,0,2,43,0,6,1,2,9,0,1,4,12,285873.000,280373,7,8150
4,4,1,51,0,20,1,2,17,4,1,2,16,389798.000,379815,7,8200
2,0,3,45,0,7,1,3,11,1,3,7,10,312311.900,313381,7,8250
3,1,4,45,0,6,1,0,15,1,3,0,13,302502.400,308049,7,8300
1,3,3,46,0,20,0,4,14,3,0,14,2,362473.000,366142,7,8350
2,2,2,45,0,11,0,3,5,5,0,8,5,309743.600,309479,7,8400
3,1,7,41,0,9,0,3,7,4,0,17,9,342884.750,355652,7,8450
3,3,0,47,0,10,1,3,5,1,2,12,6,320022.350,308658,7,8500
3,3,0,49,0,12,1,2,7,1,1,7,4,314722.700,304590,7,8550
3,0,3,43,0,18,1,4,17,0,7,12,5,328480.000,355095,7,8600
3,1,4,45,0,4,1,1,9,1,1,5,16,299199.950,311092,7,8650
1,0,0,41,0,5,1,4,5,1,2,7,3,259385.950,243918,7,8700
4,1,14,48,0,28,1,4,14,9,1,22,18,558283.000,549991,7,8750
1,2,4,41,0,8,1,4,11,2,2,15,3,320675.600,317699,7,8800
2,0,0,44,0,9,1,3,6,1,1,3,5,272125.050,260279,7,8850
2,1,4,45,0,14,1,3,13,3,8,11,4,339124.350,357727,7,8900
3,3,1,49,0,12,1,2,9,1,3,8,5,331473.500,322963,7,8950
3,2,3,49,0,4,1,0,11,0,4,0,9,298408.400,297620,7,9000
3,2,1,49,0,19,1,3,11,3,2,7,9,340884.500,355652,7,9050
3,0,4,43,0,14,0,4,11,4,0,14,3,380036.500,344544,7,9100
2,0,1,36,0,3,0,3,4,1,0,10,4,253555.350,229335,7,9150
3,3,8,39,0,14,0,3,15,5,0,21,11,381256.550,401527,7,9200
3,0,5,49,0,13,1,2,11,3,1,4,9,351826.000,353058,7,9250
3,6,3,55,0,19,1,3,15,5,3,10,11,386658.800,426212,7,9300
3,2,1,46,0,8,0,4,4,2,0,10,5,306497.950,295860,7,9350
3,3,2,46,0,14,1,3,10,1,1,11,10,336998.800,340154,7,9400
2,2,6,45,0,11,0,2,9,3,0,5,9,319536.450,333862,7,9450
1,1,1,47,0,11,1,3,11,4,1,12,2,317951.100,325306,7,9500
1,2,6,38,0,2,1,2,12,0,5,11,5,289759.750,291180,7,9550
3,0,1,46,0,5,1,3,8,3,1,3,7,311073.550,280741,7,9600
3,2,2,50,0,8,1,1,16,4,2,2,15,339179.100,344442,7,9650
3,0,2,43,0,13,0,3,13,1,0,6,11,337643.200,312749,7,9700
3,0,2,43,0,4,0,1,7,2,0,3,11,272887.900,270477,7,9750
2,0,3,39,0,7,0,3,11,3,0,12,8,304794.500,299763,7,9800
2,2,4,49,0,12,0,2,13,6,0,9,8,384655.100,368777,7,9850
2,0,1,41,0,3,1,3,3,1,1,8,4,270549.150,245486,7,9900
3,1,2,43,0,6,0,3,3,1,0,10,10,291459.600,287126,7,9950
2,2,5,45,0,8,0,3,5,2,0,6,7,333733.900,308812,7,10000
4,3,5,55,0,13,0,1,13,4,0,3,15,392321.750,395840,7,10050
1,2,1,48,0,11,1,2,10,5,1,8,2,337148.800,318714,7,10100
2,2,1,43,0,4,0,1,5,2,0,5,6,282052.150,256209,7,10150
2,5,2,46,0,7,1,1,8,0,3,5,8,298905.850,293247,7,10200
3,0,3,45,0,3,1,2,7,3,2,9,3,320278.850,293366,7,10250
1,1,3,41,0,7,1,4,9,2,1,13,2,308075.650,294677,7,10300
4,1,3,47,0,14,1,3,9,1,1,6,13,346285.150,340343,7,10350
3,3,8,47,0,13,1,3,15,4,2,15,10,387723.550,414092,7,10400
3,3,2,47,0,14,1,4,7,1,2,13,7,348208.100,341925,7,10450
1,1,2,47,0,9,1,4,13,2,3,13,3,343305.550,332485,7,10500
1,0,2,35,0,3,0,2,7,1,0,12,1,256113.700,234621,7,10550
1,0,6,39,0,5,1,3,13,3,1,11,5,317933.600,308991,7,10600
2,6,6,48,0,14,1,3,10,4,4,15,11,387661.050,404675,7,10650
3,1,3,49,0,16,0,3,15,3,0,4,15,351763.650,366698,7,10700
